benchmark,init_prod_time_L,init_prod_time_H,prod_discount_L,prod_discount_H,weight_L,weight_H,due_time_L,due_time_H,maint_len_L,maint_len_H
[9. 9. 9.],[ 9 10  9],[1 9 1],[0 2 9],[3. 5. 9.],[ 5  0 10],[0. 3. 0.],[ 6  6 10],[0. 4. 9.],[5. 0. 9.],[5 9 4]
[0. 0. 9.],[9. 9. 9.],[0. 0. 9.],[4. 0. 9.],[9. 2. 0.],[6. 0. 0.],[3. 6. 9.],[ 5 10 10],[9. 9. 0.],[5. 9. 0.],[9. 0. 3.]
[ 1  1 10],[3. 0. 9.],[0. 2. 5.],[ 1  0 10],[4. 9. 6.],[ 9 10 10],[9. 9. 9.],[ 6  0 10],[0. 3. 8.],[0 9 9],[5. 9. 0.]
[4 7 9],[9. 9. 9.],[5. 0. 1.],[9 0 5],[5. 9. 0.],[3 5 9],[8. 3. 0.],[ 0 10  4],[ 6  0 10],[2. 9. 3.],[ 7 10 10]
[9. 2. 0.],[ 9 10 10],[9. 4. 9.],[0. 9. 4.],[7. 4. 0.],[10  7 10],[6. 9. 0.],[9. 0. 5.],[0. 4. 9.],[5 7 0],[0. 0. 9.]
[ 2  2 10],[9. 9. 9.],[0. 2. 0.],[4. 6. 9.],[ 7  4 10],[5. 8. 9.],[7. 9. 2.],[0. 0. 0.],[0. 0. 9.],[2 9 3],[ 0 10  0]
[9. 4. 9.],[9. 9. 0.],[0. 3. 0.],[3 0 9],[3. 0. 9.],[9. 0. 9.],[9. 0. 9.],[0 7 9],[9. 9. 9.],[9 7 9],[9. 2. 0.]
[9. 9. 0.],[ 2  8 10],[ 2  4 10],[ 6  6 10],[ 5 10  9],[10  7  0],[9. 0. 3.],[0. 0. 9.],[9. 0. 4.],[8. 0. 8.],[9. 3. 0.]
[ 5 10  0],[ 9 10  9],[3. 0. 9.],[7. 9. 0.],[9. 0. 9.],[ 0 10  0],[10  2  8],[5 9 6],[4. 9. 0.],[2. 0. 2.],[7. 0. 9.]
[3 0 9],[ 9  9 10],[10  1  0],[ 9  0 10],[9. 0. 3.],[0. 7. 0.],[6. 0. 0.],[9. 1. 5.],[9. 1. 9.],[ 3  8 10],[4. 0. 0.]
[9. 2. 0.],[9. 9. 9.],[0. 2. 0.],[ 5 10  0],[9. 0. 0.],[0. 3. 9.],[8. 6. 9.],[ 4  0 10],[9. 9. 0.],[3. 6. 9.],[3. 0. 9.]
[ 9 10  9],[5 2 9],[0 1 7],[4. 1. 4.],[9. 0. 9.],[ 6 10  0],[0. 9. 1.],[0. 9. 4.],[0. 0. 9.],[4. 9. 5.],[0. 0. 9.]
[0. 9. 0.],[ 0 10  9],[4. 0. 9.],[ 4 10  5],[9. 3. 0.],[3. 9. 9.],[9. 3. 0.],[5. 9. 0.],[0. 9. 0.],[ 0 10  0],[3. 9. 3.]
[ 1 10  9],[9. 0. 9.],[1 9 2],[ 9  0 10],[ 9 10  9],[ 8 10  0],[ 3  0 10],[0. 9. 9.],[9. 0. 5.],[0. 9. 0.],[ 7 10  0]
